Wavenumber (1/cm),Transmittance
2.005,0.583
2.0114620918125885,0.586
2.017924183625177,0.588
2.0243862754377657,0.589
2.0308483672503543,0.594
2.037325,0.598
2.0437870918125887,0.599
2.0502491836251773,0.599
2.056711275437766,0.607
2.0631733672503545,0.614
2.069,0.614
2.0754620918125886,0.607
2.081924183625177,0.602
2.088386275437766,0.601
2.0948483672503544,0.599
2.101325,0.601
2.1077870918125887,0.604
2.1142491836251773,0.606
2.120711275437766,0.607
2.1271733672503546,0.611
2.134,0.611
2.1404620918125885,0.612
2.146924183625177,0.614
2.1533862754377657,0.619
2.1598483672503543,0.62
2.166325,0.622
2.1727870918125887,0.625
2.1792491836251773,0.63
2.185711275437766,0.633
2.1921733672503545,0.635
2.199,0.635
2.2054620918125885,0.635
2.211924183625177,0.635
2.2183862754377657,0.632
2.2248483672503543,0.63
2.231325,0.628
2.2377870918125886,0.627
2.2442491836251772,0.625
2.250711275437766,0.619
2.2571733672503544,0.617
2.263,0.615
2.2694620918125885,0.615
2.275924183625177,0.615
2.2823862754377657,0.615
2.2888483672503543,0.617
2.295325,0.62
2.3017870918125887,0.622
2.3082491836251773,0.625
2.314711275437766,0.632
2.3211733672503545,0.635
2.328,0.638
2.3344620918125885,0.64
2.340924183625177,0.645
2.3473862754377657,0.648
2.3538483672503543,0.649
2.360325,0.651
2.3667870918125886,0.654
2.3732491836251772,0.654
2.379711275437766,0.658
2.3861733672503544,0.661
2.393,0.664
2.3994620918125884,0.664
2.405924183625177,0.666
2.4123862754377656,0.666
2.4188483672503542,0.662
2.425325,0.658
2.4317870918125886,0.656
2.438249183625177,0.656
2.444711275437766,0.656
2.4511733672503544,0.658
2.457,0.664
2.4634620918125885,0.669
2.469924183625177,0.672
2.4763862754377657,0.674
2.4828483672503543,0.674
2.489325,0.672
2.4957870918125886,0.672
2.5022491836251772,0.672
2.508711275437766,0.675
2.5151733672503545,0.679
2.522,0.683
2.5284620918125884,0.685
2.534924183625177,0.687
2.5413862754377656,0.692
2.5478483672503542,0.695
2.554325,0.701
2.5607870918125886,0.705
2.567249183625177,0.711
2.573711275437766,0.716
2.5801733672503544,0.719
2.586,0.724
2.5924620918125885,0.73
2.598924183625177,0.737
2.6053862754377657,0.743
2.6118483672503543,0.752
2.618325,0.756
2.6247870918125886,0.76
2.6312491836251772,0.756
2.637711275437766,0.743
2.6441733672503545,0.74
2.651,0.726
2.6574620918125884,0.726
2.663924183625177,0.743
2.6703862754377656,0.748
2.6768483672503542,0.76
2.683325,0.764
2.6897870918125886,0.766
2.696249183625177,0.768
2.702711275437766,0.771
2.7091733672503544,0.774
2.716,0.779
2.722462091812589,0.781
2.7289241836251774,0.782
2.735386275437766,0.784
2.7418483672503546,0.787
2.748325,0.787
2.7547870918125885,0.787
2.761249183625177,0.789
2.7677112754377657,0.792
2.7741733672503543,0.795
2.78,0.8
2.7864620918125884,0.802
2.792924183625177,0.807
2.7993862754377656,0.808
2.8058483672503542,0.807
2.812325,0.807
2.8187870918125886,0.805
2.825249183625177,0.805
2.831711275437766,0.803
2.8381733672503544,0.802
2.845,0.799
2.851462091812589,0.794
2.8579241836251774,0.79
2.864386275437766,0.786
2.8708483672503546,0.779
2.877325,0.766
2.8837870918125885,0.756
2.890249183625177,0.739
2.8967112754377657,0.729
2.9031733672503544,0.708
2.91,0.69
2.9164620918125888,0.672
2.9229241836251774,0.654
2.929386275437766,0.635
2.9358483672503546,0.615
2.942325,0.596
2.9487870918125885,0.573
2.955249183625177,0.551
2.9617112754377657,0.525
2.9681733672503543,0.486
2.974,0.461
2.980462091812589,0.435
2.9869241836251774,0.405
2.993386275437766,0.376
2.9998483672503546,0.346
3.006325,0.312
3.0127870918125885,0.273
3.019249183625177,0.223
3.0257112754377657,0.17
3.0321733672503544,0.137
3.039,0.119
3.0454620918125888,0.102
3.0519241836251774,0.074
3.058386275437766,0.056
3.0648483672503546,0.045
3.071325,0.04
3.0777870918125885,0.037
3.084249183625177,0.034
3.0907112754377657,0.034
3.0971733672503543,0.032
3.103,0.032
3.109462091812589,0.032
3.1159241836251774,0.032
3.122386275437766,0.032
3.1288483672503546,0.03
3.135325,0.029
3.1417870918125885,0.029
3.148249183625177,0.029
3.1547112754377657,0.03
3.1611733672503544,0.03
3.168,0.03
3.1744620918125888,0.03
3.1809241836251774,0.032
3.187386275437766,0.034
3.1938483672503546,0.034
3.200325,0.037
3.2067870918125885,0.04
3.213249183625177,0.043
3.2197112754377657,0.048
3.2261733672503543,0.055
3.233,0.064
3.2394620918125887,0.076
3.2459241836251773,0.09
3.252386275437766,0.108
3.2588483672503545,0.119
3.265325,0.128
3.2717870918125884,0.131
3.278249183625177,0.134
3.2847112754377656,0.141
3.2911733672503543,0.144
3.297,0.149
3.3034620918125888,0.152
3.3099241836251774,0.16
3.316386275437766,0.162
3.3228483672503546,0.165
3.329325,0.166
3.3357870918125885,0.17
3.342249183625177,0.176
3.3487112754377657,0.186
3.3551733672503543,0.178
3.362,0.157
3.3684620918125887,0.132
3.3749241836251773,0.098
3.381386275437766,0.084
3.3878483672503545,0.056
3.394325,0.04
3.4007870918125884,0.027
3.407249183625177,0.025
3.4137112754377656,0.025
3.4201733672503543,0.027
3.426,0.027
3.4324620918125888,0.029
3.4389241836251774,0.029
3.445386275437766,0.029
3.4518483672503546,0.03
3.458325,0.032
3.4647870918125885,0.032
3.471249183625177,0.034
3.4777112754377657,0.035
3.4841733672503543,0.037
3.491,0.037
3.4974620918125887,0.038
3.5039241836251773,0.038
3.510386275437766,0.038
3.5168483672503545,0.038
3.523325,0.037
3.5297870918125884,0.037
3.536249183625177,0.038
3.5427112754377657,0.048
3.5491733672503543,0.059
3.556,0.076
3.5624620918125887,0.137
3.5689241836251773,0.181
3.575386275437766,0.223
3.5818483672503545,0.273
3.588325,0.303
3.594787091812589,0.317
3.6012491836251774,0.33
3.607711275437766,0.348
3.6141733672503547,0.367
3.62,0.382
3.6264620918125887,0.4
3.6329241836251773,0.408
3.639386275437766,0.424
3.6458483672503545,0.434
3.652325,0.439
3.6587870918125884,0.439
3.665249183625177,0.44
3.6717112754377657,0.44
3.6781733672503543,0.44
3.685,0.442
3.6914620918125887,0.444
3.6979241836251773,0.445
3.704386275437766,0.448
3.7108483672503545,0.453
3.717325,0.461
3.723787091812589,0.468
3.7302491836251774,0.476
3.736711275437766,0.479
3.7431733672503547,0.487
3.75,0.492
3.7564620918125886,0.492
3.762924183625177,0.494
3.769386275437766,0.495
3.7758483672503544,0.502
3.782325,0.512
3.7887870918125888,0.517
3.7952491836251774,0.518
3.801711275437766,0.52
3.8081733672503546,0.525
3.814,0.529
3.8204620918125887,0.536
3.8269241836251773,0.542
3.833386275437766,0.552
3.8398483672503545,0.567
3.846325,0.572
3.852787091812589,0.576
3.8592491836251774,0.585
3.865711275437766,0.596
3.8721733672503547,0.604
3.879,0.612
3.8854620918125886,0.617
3.8919241836251772,0.62
3.898386275437766,0.625
3.9048483672503544,0.636
3.911325,0.641
3.9177870918125888,0.641
3.9242491836251774,0.633
3.930711275437766,0.633
3.9371733672503546,0.636
3.943,0.643
3.9494620918125887,0.648
3.9559241836251773,0.653
3.962386275437766,0.653
3.9688483672503545,0.654
3.975325,0.656
3.981787091812589,0.656
3.9882491836251774,0.658
3.994711275437766,0.658
4.001173367250355,0.659
4.008,0.661
4.014462091812589,0.662
4.020924183625177,0.666
4.027386275437766,0.667
4.0338483672503544,0.67
4.040325,0.674
4.046787091812589,0.675
4.053249183625177,0.675
4.059711275437766,0.679
4.066173367250355,0.683
4.073,0.69
4.079462091812589,0.695
4.085924183625178,0.7
4.092386275437766,0.7
4.098848367250355,0.703
4.105325,0.708
4.111787091812588,0.709
4.118249183625177,0.711
4.1247112754377655,0.713
4.131173367250354,0.714
4.137,0.716
4.143462091812588,0.716
4.149924183625177,0.719
4.156386275437765,0.721
4.162848367250354,0.724
4.169325,0.729
4.175787091812588,0.732
4.182249183625177,0.735
4.188711275437766,0.737
4.195173367250354,0.74
4.202,0.743
4.208462091812589,0.748
4.214924183625177,0.752
4.221386275437766,0.755
4.227848367250354,0.755
4.234325,0.763
4.240787091812589,0.763
4.247249183625177,0.761
4.253711275437766,0.758
4.260173367250355,0.748
4.267,0.739
4.273462091812589,0.732
4.279924183625178,0.717
4.286386275437766,0.713
4.292848367250355,0.713
4.299325,0.716
4.305787091812588,0.719
4.312249183625177,0.729
4.3187112754377655,0.734
4.325173367250354,0.74
4.331,0.743
4.337462091812589,0.743
4.343924183625178,0.747
4.350386275437766,0.747
4.356848367250355,0.739
4.363325,0.739
4.369787091812588,0.756
4.376249183625177,0.774
4.3827112754377655,0.784
4.389173367250354,0.795
4.396,0.807
4.4024620918125885,0.816
4.408924183625177,0.823
4.415386275437766,0.826
4.421848367250354,0.826
4.428325,0.824
4.434787091812589,0.823
4.441249183625177,0.823
4.447711275437766,0.821
4.4541733672503545,0.821
4.46,0.818
4.466462091812589,0.816
4.472924183625177,0.815
4.479386275437766,0.816
4.485848367250354,0.818
4.492325,0.821
4.498787091812589,0.823
4.505249183625177,0.823
4.511711275437766,0.826
4.518173367250355,0.828
4.525,0.829
4.531462091812589,0.831
4.537924183625178,0.831
4.544386275437766,0.834
4.550848367250355,0.836
4.557325,0.836
4.563787091812588,0.837
4.570249183625177,0.839
4.5767112754377655,0.842
4.583173367250354,0.846
4.59,0.85
4.5964620918125885,0.852
4.602924183625177,0.852
4.609386275437766,0.849
4.615848367250354,0.846
4.622325,0.846
4.628787091812589,0.847
4.635249183625177,0.849
4.641711275437766,0.85
4.6481733672503545,0.855
4.654,0.857
4.6604620918125885,0.858
