Wavenumber (1/cm),Transmittance
235.795,0.947
237.07340998922027,0.947
238.35181997844055,0.947
239.63022996766082,0.945
240.9086399568811,0.944
242.187047,0.944
243.46545698922029,0.942
244.74386697844056,0.942
246.02227696766084,0.942
247.30068695688112,0.94
248.579094,0.94
249.85750398922028,0.94
251.13591397844056,0.938
252.41432396766083,0.938
253.6927339568811,0.938
254.971141,0.938
256.24955098922027,0.938
257.52796097844055,0.938
258.8063709676608,0.94
260.0847809568811,0.94
261.363188,0.935
262.64159798922026,0.935
263.92000797844054,0.937
265.1984179676608,0.938
266.4768279568811,0.938
267.755236,0.938
269.0336459892203,0.938
270.3120559784406,0.938
271.59046596766086,0.938
272.86887595688114,0.938
274.147283,0.938
275.4256929892203,0.94
276.7041029784406,0.942
277.98251296766085,0.942
279.26092295688113,0.942
280.53933,0.942
281.8177399892203,0.942
283.09614997844056,0.938
284.37455996766084,0.938
285.6529699568811,0.937
286.931377,0.935
288.2097869892203,0.933
289.48819697844056,0.938
290.76660696766083,0.937
292.0450169568811,0.935
293.323424,0.935
294.60183398922027,0.935
295.88024397844055,0.931
297.1586539676608,0.931
298.4370639568811,0.93
299.715471,0.928
300.99388098922026,0.924
302.27229097844054,0.921
303.5507009676608,0.919
304.8291109568811,0.917
306.107518,0.917
307.3859279892203,0.917
308.6643379784406,0.917
309.94274796766086,0.914
311.22115795688114,0.91
312.499565,0.909
313.7779749892203,0.909
315.0563849784406,0.907
316.33479496766086,0.91
317.61320495688113,0.914
318.891612,0.912
320.1700219892203,0.91
321.44843197844057,0.909
322.72684196766085,0.909
324.0052519568811,0.907
325.283659,0.909
326.5620689892203,0.91
327.84047897844056,0.91
329.11888896766084,0.91
330.3972989568811,0.91
331.675707,0.91
332.95411698922027,0.91
334.23252697844055,0.909
335.5109369676608,0.909
336.7893469568811,0.909
338.067754,0.91
339.34616398922026,0.909
340.62457397844054,0.909
341.9029839676608,0.909
343.1813939568811,0.909
344.459801,0.909
345.7382109892203,0.909
347.0166209784406,0.914
348.29503096766086,0.914
349.57344095688114,0.916
350.851848,0.917
352.1302579892203,0.919
353.4086679784406,0.919
354.68707796766085,0.917
355.96548795688113,0.916
357.243895,0.912
358.5223049892203,0.91
359.80071497844057,0.91
361.07912496766085,0.912
362.3575349568811,0.912
363.635942,0.912
364.9143519892203,0.912
366.19276197844056,0.91
367.47117196766084,0.91
368.7495819568811,0.914
370.027989,0.914
371.30639898922027,0.914
372.58480897844055,0.914
373.8632189676608,0.91
375.1416289568811,0.909
376.420036,0.907
377.69844598922026,0.905
378.97685597844054,0.907
380.2552659676608,0.907
381.5336759568811,0.91
382.812083,0.914
384.09049298922025,0.914
385.36890297844053,0.916
386.6473129676608,0.917
387.9257229568811,0.917
389.20413,0.917
390.4825399892203,0.919
391.7609499784406,0.921
393.03935996766086,0.923
394.31776995688114,0.923
395.596178,0.924
396.8745879892203,0.926
398.15299797844057,0.926
399.43140796766085,0.928
400.7098179568811,0.93
401.988225,0.93
403.2666349892203,0.93
404.54504497844056,0.93
405.82345496766084,0.931
407.1018649568811,0.931
408.380272,0.933
409.65868198922027,0.935
410.93709197844055,0.937
412.2155019676608,0.937
413.4939119568811,0.938
414.772319,0.94
416.05072898922026,0.944
417.32913897844054,0.945
418.6075489676608,0.945
419.8859589568811,0.945
421.164366,0.947
422.44277598922025,0.949
423.72118597844053,0.949
424.9995959676608,0.949
426.2780059568811,0.947
427.556413,0.944
428.8348229892203,0.944
430.1132329784406,0.944
431.39164296766086,0.944
432.67005295688114,0.944
433.94846,0.944
435.2268699892203,0.945
436.50527997844057,0.944
437.78368996766085,0.944
439.0620999568811,0.942
440.340507,0.938
441.6189169892203,0.937
442.89732697844056,0.937
444.17573696766084,0.933
445.4541469568811,0.933
446.732554,0.937
448.0109639892203,0.937
449.28937397844055,0.937
450.56778396766083,0.937
451.8461939568811,0.937
453.124601,0.935
454.40301098922026,0.935
455.68142097844054,0.935
456.9598309676608,0.935
458.2382409568811,0.933
459.516649,0.931
460.79505898922025,0.931
462.07346897844053,0.935
463.3518789676608,0.933
464.6302889568811,0.931
465.908696,0.931
467.1871059892203,0.931
468.4655159784406,0.931
469.74392596766086,0.93
471.02233595688114,0.93
472.300743,0.928
473.5791529892203,0.926
474.85756297844057,0.924
476.13597296766085,0.924
477.4143829568811,0.924
478.69279,0.923
479.9711999892203,0.923
481.24960997844056,0.924
482.52801996766084,0.924
483.8064299568811,0.924
485.084837,0.926
486.3632469892203,0.93
487.64165697844055,0.93
488.92006696766083,0.926
490.1984769568811,0.924
491.476884,0.923
492.75529398922026,0.921
494.03370397844054,0.921
495.3121139676608,0.924
