C NMR,,,,,
ppm,Int,Assign,,,
38.96,562,1,,,
29.88,546,2,,,
28.15,643,3,,,
23.14,676,4,,,
22.71,1000,5,,,
14.18,449,6,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
